"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-11-28",,,"69","H,,S","86",",,S","54",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-11-29",,,"68","H,,S","79",",,S","55",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-11-30",,,"69","H,,S","79",",,S","63",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-01",,,"71","H,,S","86",",,S","60",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-02",,,"72","H,,S","84",",,S","58",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-03",,,"68","H,,S","79",",,S","57",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-04",,,"66","H,,S","72",",,S","57",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-05",,,"67","H,,S","77",",,S","59",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-06",,,"70","H,,S","85",",,S","56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-07",,,"71","H,,S","85",",,S","56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-08",,,"73","H,,S","86",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-10",,,"70","H,,S","86",",,S","56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-11",,,"69","H,,S","84",",,S","56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-12",,,"67","H,,S","79",",,S","59",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-13",,,"64","H,,S","80",",,S","56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-14",,,"64","H,,S","78",",,S","51",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-15",,,"63","H,,S","80",",,S","52",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-16",,,"65","H,,S","80",",,S","52",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-17",,,"65","H,,S","81",",,S","52",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-18",,,"64","H,,S","80",",,S","51",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-19",,,"64","H,,S","81",",,S","52",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-20",,,"66","H,,S","82",",,S","51",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-21",,,"67","H,,S","80",",,S","51",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-22",,,"67","H,,S","81",",,S","51",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-23",,,"66","H,,S","80",",,S","51",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-25",,,"65","H,,S","75",",,S","56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-26",,,"68","H,,S","79",",,S","59",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-27",,,"72","H,,S","84",",,S","58",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-28",,,"67","H,,S","83",",,S","55",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-29",,,"68","H,,S","82",",,S","59",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2011-12-30",,,"67","H,,S","82",",,S","55",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-01",,,"67","H,,S","81",",,S","53",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-02",,,"64","H,,S","72",",,S","59",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-03",,,"66","H,,S","75",",,S","59",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-04",,,"67","H,,S","76",",,S","58",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-06",,,"67","H,,S","78",",,S","46",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-07",,,"66","H,,S","78",",,S","55",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-08",,,"68","H,,S","80",",,S","56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-09",,,"62","H,,S","69",",,S","57",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-10",,,"65","H,,S","76",",,S","55",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-11",,,"67","H,,S","78",",,S","59",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-12",,,"66","H,,S","78",",,S","56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-13",,,"68","H,,S",,,"58",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-14",,,"62","H,,S","71",",,S","57",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-15",,,"62","H,,S","76",",,S","49",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-16",,,"63","H,,S","79",",,S","48",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-17",,,"63","H,,S","78",",,S","51",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-18",,,"63","H,,S","72",",,S","55",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-19",,,"64","H,,S","76",",,S","55",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-20",,,"65","H,,S","78",",,S","51",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-21",,,"66","H,,S","76",",,S","57",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-22",,,"65","H,,S","77",",,S","53",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-23",,,"61","H,,S","78",",,S","51",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-24",,,"65","H,,S","79",",,S","49",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-25",,,"65","H,,S","80",",,S","48",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-26",,,"63","H,,S","79",",,S","50",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-27",,,"64","H,,S","79",",,S","50",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-28",,,"66","H,,S","79",",,S","50",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-29",,,"65","H,,S","80",",,S","50",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-30",,,"65","H,,S","81",",,S","50",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-01-31",,,"68","H,,S","81",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-01",,,"65","H,,S","82",",,S","49",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-02",,,"65","H,,S","81",",,S","48",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-03",,,"65","H,,S","82",",,S","49",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-04",,,"67","H,,S","82",",,S","49",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-05",,,"67","H,,S","83",",,S","51",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-06",,,"67","H,,S","82",",,S","52",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-07",,,"68","H,,S","81",",,S","55",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-08",,,"69","H,,S","83",",,S","55",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-09",,,"70","H,,S","84",",,S","56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-10",,,"72","H,,S","85",",,S","57",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-11",,,"71","H,,S","83",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-12",,,"71","H,,S","83",",,S","59",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-13",,,"67","H,,S","85",",,S","57",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-14",,,"71","H,,S","85",",,S","56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-15",,,"71","H,,S","85",",,S","56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-16",,,"72","H,,S","85",",,S","57",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-17",,,"72","H,,S","86",",,S","58",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-18",,,"69","H,,S","85",",,S","58",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-19",,,"73","H,,S","87",",,S","58",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-20",,,"72","H,,S","87",",,S","57",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-21",,,"72","H,,S","86",",,S","56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-22",,,"72","H,,S","85",",,S","57",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-23",,,"72","H,,S","85",",,S","60",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-24",,,"71","H,,S","86",",,S","60",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-25",,,"73","H,,S","88",",,S","60",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-26",,,"73","H,,S","90",",,S","58",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-27",,,"71","H,,S","87",",,S","54",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-28",,,"73","H,,S","87",",,S","56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-02-29",,,"69","H,,S","78",",,S","63",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-01",,,"71","H,,S","81",",,S","57",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-02",,,"68","H,,S","76",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-03",,,"68","H,,S","80",",,S","59",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-04",,,"67","H,,S","78",",,S","55",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-05",,,"69","H,,S","81",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-06",,,"67","H,,S","75",",,S","62",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-07",,,"67","H,,S","75",",,S","61",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-08",,,"70","H,,S","82",",,S","60",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-09",,,"73","H,,S","85",",,S","62",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-10",,,"75","H,,S","88",",,S","59",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-11",,,"81","H,,S","93",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-12",,,"79","H,,S","93",",,S","60",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-13",,,"77","H,,S","90",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-14",,,"77","H,,S","88",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-15",,,"76","H,,S","89",",,S","62",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-16",,,"76","H,,S","90",",,S","60",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-17",,,"72","H,,S","87",",,S","60",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-18",,,"74","H,,S",,,"56",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-19",,,"74","H,,S","91",",,S","57",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-20",,,"77","H,,S","90",",,S","60",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-21",,,"76","H,,S","87",",,S","66",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-22",,,"78","H,,S",,,"67",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-23",,,"83","H,,S","92",",,S","68",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-24",,,"79","H,,S","91",",,S","68",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-25",,,"79","H,,S","87",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-26",,,"79","H,,S","90",",,S","66",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-27",,,"78","H,,S","90",",,S","69",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-28",,,"78","H,,S","90",",,S","68",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-29",,,"81","H,,S","96",",,S","60",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-30",,,"83","H,,S","96",",,S","70",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-03-31",,,"79","H,,S","94",",,S","69",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-01",,,"79","H,,S","96",",,S","64",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-02",,,"82","H,,S","99",",,S","64",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-03",,,"82","H,,S",,,"65",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-11",,,"72","H,,S","77",",,S","69",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-12",,,"76","H,,S","87",",,S","66",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-13",,,"83","H,,S","94",",,S","66",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-14",,,"83","H,,S","95",",,S","69",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-15",,,"83","H,,S","98",",,S","67",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-16",,,"79","H,,S","86",",,S","71",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-17",,,"81","H,,S","91",",,S","69",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-18",,,"83","H,,S","92",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-19",,,"79","H,,S","92",",,S","69",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-20",,,"81","H,,S","93",",,S","68",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-21",,,"86","H,,S","98",",,S","68",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-22",,,"78","H,,S","87",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-23",,,"82","H,,S","94",",,S","68",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-25",,,"82","H,,S","92",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-26",,,"79","H,,S","91",",,S","70",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-27",,,"79","H,,S",,,"67",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-28",,,"78","H,,S","89",",,S","70",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-29",,,"79","H,,S","88",",,S","70",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-04-30",,,"72","H,,S","78",",,S","70",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-01",,,"78","H,,S","92",",,S","66",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-02",,,"80","H,,S","91",",,S","66",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-03",,,"83","H,,S","96",",,S","69",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-06",,,"91","H,,S","98",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-08",,,"90","H,,S","103",",,S","71",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-09",,,"91","H,,S","102",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-10",,,"88","H,,S","103",",,S","73",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-14",,,"89","H,,S","98",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-15",,,"91","H,,S","103",",,S","77",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-16",,,"90","H,,S","99",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-17",,,"92","H,,S","100",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-18",,,"88","H,,S","102",",,S","73",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-19",,,"92","H,,S","105",",,S","74",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-20",,,"91","H,,S","101",",,S","79",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-21",,,"88","H,,S","99",",,S","79",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-22",,,"85","H,,S","95",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-23",,,"87","H,,S","96",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-24",,,"88","H,,S","97",",,S","78",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-25",,,"93","H,,S","103",",,S","80",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-26",,,"92","H,,S","104",",,S","77",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-27",,,"91","H,,S","99",",,S","80",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-28",,,"87","H,,S","95",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-29",,,"90","H,,S","98",",,S","78",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-30",,,"80","H,,S","82",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-05-31",,,"83","H,,S","89",",,S","77",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-01",,,"82","H,,S","90",",,S","77",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-02",,,"83","H,,S","88",",,S","78",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-03",,,"83","H,,S","90",",,S","77",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-04",,,"84","H,,S","92",",,S","74",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-05",,,"86","H,,S","93",",,S","77",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-06",,,"83","H,,S","96",",,S","78",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-07",,,"88","H,,S","99",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-08",,,"90","H,,S","102",",,S","78",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-09",,,"87","H,,S","95",",,S","80",",I,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-10",,,"76","H,,S","77",",I,S","74",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-11",,,"77","H,,S","80",",,S","75",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-12",,,"79","H,,S","84",",,S","75",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-13",,,"79","H,,S","82",",,S","75",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-14",,,"79","H,,S","83",",,S","75",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-15",,,"78","H,,S","80",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-16",,,"80","H,,S",,,"76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-18",,,"85","H,,S","92",",,S","78",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-21",,,"82","H,,S","87",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-22",,,"81","H,,S",,,"78",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-23",,,"79","H,,S","81",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-24",,,"79","H,,S","83",",,S","74",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-25",,,"79","H,,S","83",",,S","77",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-26",,,"78","H,,S","80",",,S","77",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-27",,,"81","H,,S","88",",,S","75",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-28",,,"80","H,,S","86",",,S","77",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-06-29",,,"85","H,,S","95",",,S","77",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-03",,,"80","H,,S","88",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-04",,,"80","H,,S",,,"76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-05",,,"79","H,,S","82",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-06",,,"82","H,,S","89",",,S","77",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-08",,,"85","H,,S","93",",,S","78",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-09",,,"82","H,,S","88",",,S","78",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-10",,,"81","H,,S","88",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-11",,,"83","H,,S","87",",,S","78",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-13",,,"80","H,,S","82",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-14",,,"80","H,,S","83",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-15",,,"80","H,,S","83",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-17",,,"81","H,,S","85",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-18",,,"77","H,,S","84",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-19",,,"78","H,,S","84",",,S","75",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-20",,,"81","H,,S","86",",,S","75",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-22",,,"79","H,,S","80",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-23",,,"77","H,,S","78",",,S","75",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-24",,,"81","H,,S","89",",,S","75",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-25",,,"86","H,,S","93",",,S","78",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-26",,,"79","H,,S","81",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-28",,,"77","H,,S","78",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-29",,,"82","H,,S","89",",,S","75",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-07-30",,,"85","H,,S",,,"77",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-08-02",,,"82","H,,S","90",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-08-04",,,"86","H,,S","91",",,S","79",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-08-07",,,"81","H,,S","87",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-08-08",,,"87","H,,S","94",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-08-09",,,"89","H,,S","98",",,S","80",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-08-10",,,"80","H,,S","87",",,S","76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-08-11",,,"81","H,,S",,,"76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-08-12",,,"87","H,,S",,,,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-08-13",,,"86","H,,S","93",",,S","80",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-08-14",,,"86","H,,S",,,"76",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-08-15",,,"87","H,,S","94",",,S","79",",,S"
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-08-16",,,"87","H,,S","94",",,S",,
"BMM00048008","MYITKYINA, BM","25.367","97.4","147.0","2012-08-17",,,"86","H,,S","91",",,S",,
